Data de Cancelamento,Nome da Academia,Cidade,Sexo,Esporte,Justificativa do Cancelamento
2023-07-25,Gym Trend,Gondomar,F,Musculação,Falta de interesse
2023-07-26,Gym Trend,Espinho,F,Musculação,Problemas financeiros
2023-07-26,Gym Trend,Espinho,M,Yoga,Mudança de cidade
2023-08-02,Gym Trend,Setubal,F,Yoga,Falta de interesse
2023-08-25,Gym Trend,Gondomar,F,Musculação,Problemas financeiros
2023-09-12,Gym Trend,Gondomar,M,Ciclyn,Falta de interesse
2023-09-16,Gym Trend,Matosinhos,M,Musculação,Problemas financeiros
2023-09-25,Gym Trend,Espinho,M,Yoga,Falta de interesse
2023-09-27,Gym Trend,Espinho,M,Musculação,Mudança de cidade
2023-09-28,Gym Trend,Espinho,M,Musculação,Mudança de cidade
2023-09-29,Gym Trend,Espinho,M,Yoga,Problemas financeiros
2023-10-08,Gym Trend,Gondomar,F,Yoga,Mudança de cidade
2023-10-09,Gym Trend,Gondomar,F,Yoga,Mudança de cidade
2023-10-11,Gym Trend,Setubal,F,Yoga,Mudança de cidade
2023-10-13,Gym Trend,Matosinhos,M,Yoga,Problemas financeiros
2023-10-22,Gym Trend,Gondomar,M,Ciclyn,Problemas financeiros
2023-10-23,Gym Trend,Setubal,M,Musculação,Falta de interesse
2023-10-26,Gym Trend,Espinho,F,Musculação,Falta de interesse
2023-11-03,Gym Trend,Espinho,F,Musculação,Problemas financeiros
2023-11-05,Gym Trend,Setubal,M,Musculação,Problemas financeiros
2023-11-05,Gym Trend,Matosinhos,F,Ciclyn,Falta de interesse
2023-11-07,Gym Trend,Setubal,F,Yoga,Falta de interesse
2023-11-08,Gym Trend,Matosinhos,F,Yoga,Falta de interesse
2023-11-11,Gym Trend,Matosinhos,M,Ciclyn,Mudança de cidade
2023-11-12,Gym Trend,Matosinhos,F,Yoga,Falta de interesse
2023-12-04,Gym Trend,Matosinhos,F,Musculação,Problemas financeiros
2023-12-15,Gym Trend,Espinho,F,Ciclyn,Problemas financeiros
2023-12-26,Gym Trend,Gondomar,F,Musculação,Mudança de cidade
2023-12-28,Gym Trend,Gondomar,M,Ciclyn,Mudança de cidade
2024-01-03,Gym Trend,Setubal,M,Yoga,Problemas financeiros
2024-01-04,Gym Trend,Gondomar,M,Yoga,Mudança de cidade
2024-01-09,Gym Trend,Setubal,M,Yoga,Falta de interesse
2024-01-17,Gym Trend,Matosinhos,F,Yoga,Mudança de cidade
2024-01-24,Gym Trend,Matosinhos,F,Yoga,Problemas financeiros
2024-02-02,Gym Trend,Matosinhos,M,Yoga,Mudança de cidade
2024-02-08,Gym Trend,Espinho,M,Yoga,Falta de interesse
2024-02-10,Gym Trend,Gondomar,M,Musculação,Mudança de cidade
2024-02-11,Gym Trend,Espinho,M,Ciclyn,Mudança de cidade
2024-02-19,Gym Trend,Espinho,F,Musculação,Mudança de cidade
2024-02-28,Gym Trend,Setubal,M,Musculação,Mudança de cidade
2024-03-04,Gym Trend,Matosinhos,M,Musculação,Problemas financeiros
2024-03-08,Gym Trend,Setubal,M,Yoga,Falta de interesse
2024-03-13,Gym Trend,Matosinhos,F,Yoga,Mudança de cidade
2024-03-26,Gym Trend,Matosinhos,M,Yoga,Falta de interesse
2024-03-27,Gym Trend,Matosinhos,F,Ciclyn,Problemas financeiros
2024-04-01,Gym Trend,Gondomar,F,Musculação,Mudança de cidade
2024-04-13,Gym Trend,Matosinhos,M,Ciclyn,Falta de interesse
2024-04-20,Gym Trend,Gondomar,F,Ciclyn,Problemas financeiros
2024-04-22,Gym Trend,Setubal,M,Musculação,Mudança de cidade
2024-04-22,Gym Trend,Gondomar,M,Ciclyn,Falta de interesse
2024-04-24,Gym Trend,Setubal,M,Ciclyn,Falta de interesse
2024-04-29,Gym Trend,Matosinhos,F,Musculação,Mudança de cidade
2024-05-02,Gym Trend,Espinho,F,Ciclyn,Problemas financeiros
2024-05-09,Gym Trend,Matosinhos,F,Ciclyn,Falta de interesse
2024-05-15,Gym Trend,Setubal,F,Musculação,Mudança de cidade
2024-05-22,Gym Trend,Matosinhos,F,Yoga,Problemas financeiros
2024-05-29,Gym Trend,Setubal,M,Ciclyn,Falta de interesse
2024-06-01,Gym Trend,Matosinhos,F,Musculação,Mudança de cidade
2024-06-09,Gym Trend,Espinho,M,Musculação,Mudança de cidade
2024-06-11,Gym Trend,Matosinhos,M,Ciclyn,Falta de interesse
2024-06-12,Gym Trend,Espinho,F,Ciclyn,Mudança de cidade
2024-06-14,Gym Trend,Setubal,F,Yoga,Falta de interesse
2024-06-15,Gym Trend,Setubal,M,Yoga,Falta de interesse
2024-06-21,Gym Trend,Matosinhos,F,Ciclyn,Falta de interesse
2024-06-22,Gym Trend,Matosinhos,M,Ciclyn,Falta de interesse
2024-06-29,Gym Trend,Espinho,M,Musculação,Falta de interesse
