Data de Cancelamento,Nome da Academia,Cidade,Sexo,Esporte,Justificativa do Cancelamento
2023-04-22,Avengers,Matosinhos,M,Ciclyn,Problemas financeiros
2023-04-23,Avengers,Matosinhos,F,Musculação,Problemas financeiros
2023-04-24,Avengers,Matosinhos,M,Yoga,Problemas financeiros
2023-04-28,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2023-05-04,Avengers,Espinho,M,Musculação,Problemas financeiros
2023-05-07,Avengers,Setubal,F,Musculação,Mudança de cidade
2023-05-08,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-05-15,Avengers,Setubal,M,Musculação,Problemas financeiros
2023-05-16,Avengers,Matosinhos,M,Yoga,Problemas financeiros
2023-05-18,Avengers,Setubal,M,Musculação,Mudança de cidade
2023-05-20,Avengers,Gondomar,M,Ciclyn,Problemas financeiros
2023-05-25,Avengers,Setubal,F,Musculação,Problemas financeiros
2023-06-12,Avengers,Espinho,M,Musculação,Problemas financeiros
2023-06-13,Avengers,Espinho,M,Yoga,Falta de interesse
2023-06-17,Avengers,Espinho,F,Musculação,Mudança de cidade
2023-06-19,Avengers,Matosinhos,F,Ciclyn,Problemas financeiros
2023-06-21,Avengers,Espinho,M,Ciclyn,Problemas financeiros
2023-06-23,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-06-25,Avengers,Matosinhos,M,Yoga,Mudança de cidade
2023-06-28,Avengers,Setubal,F,Yoga,Mudança de cidade
2023-06-28,Avengers,Espinho,M,Yoga,Mudança de cidade
2023-07-01,Avengers,Espinho,M,Ciclyn,Falta de interesse
2023-07-01,Avengers,Matosinhos,M,Yoga,Falta de interesse
2023-07-06,Avengers,Setubal,F,Musculação,Falta de interesse
2023-07-08,Avengers,Gondomar,F,Yoga,Problemas financeiros
2023-07-12,Avengers,Espinho,M,Yoga,Mudança de cidade
2023-07-15,Avengers,Espinho,F,Yoga,Problemas financeiros
2023-07-18,Avengers,Matosinhos,F,Yoga,Mudança de cidade
2023-07-23,Avengers,Setubal,F,Yoga,Mudança de cidade
2023-07-26,Avengers,Matosinhos,F,Musculação,Falta de interesse
2023-07-26,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2023-07-28,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-08-03,Avengers,Matosinhos,M,Yoga,Problemas financeiros
2023-08-04,Avengers,Espinho,F,Ciclyn,Problemas financeiros
2023-08-05,Avengers,Matosinhos,F,Yoga,Problemas financeiros
2023-08-06,Avengers,Matosinhos,F,Yoga,Problemas financeiros
2023-08-08,Avengers,Espinho,M,Musculação,Problemas financeiros
2023-08-11,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2023-08-12,Avengers,Matosinhos,M,Musculação,Falta de interesse
2023-08-13,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2023-08-16,Avengers,Gondomar,F,Musculação,Mudança de cidade
2023-08-24,Avengers,Setubal,M,Musculação,Problemas financeiros
2023-08-31,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-08-31,Avengers,Espinho,F,Yoga,Falta de interesse
2023-09-02,Avengers,Espinho,F,Musculação,Falta de interesse
2023-09-02,Avengers,Matosinhos,M,Ciclyn,Mudança de cidade
2023-09-04,Avengers,Matosinhos,F,Ciclyn,Mudança de cidade
2023-09-05,Avengers,Espinho,F,Musculação,Problemas financeiros
2023-09-05,Avengers,Gondomar,F,Ciclyn,Problemas financeiros
2023-09-07,Avengers,Gondomar,F,Yoga,Falta de interesse
2023-09-09,Avengers,Setubal,F,Musculação,Problemas financeiros
2023-09-10,Avengers,Espinho,F,Ciclyn,Falta de interesse
2023-09-11,Avengers,Matosinhos,M,Yoga,Mudança de cidade
2023-09-17,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-09-21,Avengers,Espinho,M,Ciclyn,Mudança de cidade
2023-09-23,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-09-24,Avengers,Setubal,F,Musculação,Mudança de cidade
2023-09-28,Avengers,Setubal,M,Musculação,Falta de interesse
2023-09-30,Avengers,Setubal,M,Ciclyn,Problemas financeiros
2023-09-30,Avengers,Matosinhos,M,Ciclyn,Mudança de cidade
2023-10-01,Avengers,Espinho,F,Ciclyn,Problemas financeiros
2023-10-08,Avengers,Espinho,F,Yoga,Problemas financeiros
2023-10-11,Avengers,Espinho,F,Musculação,Falta de interesse
2023-10-21,Avengers,Setubal,F,Yoga,Falta de interesse
2023-10-30,Avengers,Gondomar,F,Yoga,Mudança de cidade
2023-11-01,Avengers,Espinho,M,Musculação,Problemas financeiros
2023-11-01,Avengers,Espinho,F,Musculação,Problemas financeiros
2023-11-02,Avengers,Matosinhos,F,Yoga,Problemas financeiros
2023-11-04,Avengers,Gondomar,M,Yoga,Problemas financeiros
2023-11-07,Avengers,Gondomar,F,Yoga,Falta de interesse
2023-11-10,Avengers,Gondomar,F,Musculação,Problemas financeiros
2023-11-11,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2023-11-12,Avengers,Espinho,F,Ciclyn,Problemas financeiros
2023-11-14,Avengers,Setubal,F,Yoga,Mudança de cidade
2023-11-21,Avengers,Gondomar,F,Ciclyn,Mudança de cidade
2023-11-21,Avengers,Gondomar,F,Musculação,Mudança de cidade
2023-11-23,Avengers,Gondomar,F,Yoga,Problemas financeiros
2023-11-25,Avengers,Espinho,F,Ciclyn,Mudança de cidade
2023-11-26,Avengers,Gondomar,M,Ciclyn,Falta de interesse
2023-11-30,Avengers,Gondomar,M,Ciclyn,Problemas financeiros
2023-11-30,Avengers,Gondomar,M,Yoga,Mudança de cidade
2023-12-01,Avengers,Gondomar,F,Musculação,Mudança de cidade
2023-12-07,Avengers,Setubal,M,Yoga,Problemas financeiros
2023-12-09,Avengers,Setubal,M,Ciclyn,Falta de interesse
2023-12-16,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2023-12-21,Avengers,Setubal,F,Musculação,Mudança de cidade
2023-12-23,Avengers,Gondomar,M,Yoga,Mudança de cidade
2023-12-25,Avengers,Espinho,F,Ciclyn,Falta de interesse
2024-01-03,Avengers,Gondomar,F,Yoga,Problemas financeiros
2024-01-08,Avengers,Matosinhos,F,Yoga,Falta de interesse
2024-01-13,Avengers,Matosinhos,F,Yoga,Falta de interesse
2024-01-14,Avengers,Gondomar,M,Musculação,Problemas financeiros
2024-01-15,Avengers,Gondomar,M,Musculação,Mudança de cidade
2024-01-16,Avengers,Gondomar,F,Yoga,Mudança de cidade
2024-01-18,Avengers,Setubal,F,Musculação,Falta de interesse
2024-01-19,Avengers,Matosinhos,M,Ciclyn,Falta de interesse
2024-01-21,Avengers,Espinho,F,Musculação,Problemas financeiros
2024-01-21,Avengers,Setubal,M,Ciclyn,Problemas financeiros
2024-01-24,Avengers,Espinho,M,Musculação,Mudança de cidade
2024-01-25,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2024-01-26,Avengers,Setubal,F,Ciclyn,Falta de interesse
2024-01-26,Avengers,Setubal,F,Yoga,Problemas financeiros
2024-01-27,Avengers,Espinho,M,Musculação,Falta de interesse
2024-01-29,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2024-01-31,Avengers,Espinho,M,Yoga,Mudança de cidade
2024-02-04,Avengers,Setubal,M,Musculação,Mudança de cidade
2024-02-05,Avengers,Espinho,M,Yoga,Falta de interesse
2024-02-10,Avengers,Gondomar,F,Musculação,Problemas financeiros
2024-02-13,Avengers,Matosinhos,F,Musculação,Falta de interesse
2024-02-16,Avengers,Espinho,F,Yoga,Mudança de cidade
2024-02-21,Avengers,Espinho,F,Musculação,Mudança de cidade
2024-02-22,Avengers,Setubal,F,Ciclyn,Problemas financeiros
2024-03-01,Avengers,Setubal,F,Ciclyn,Mudança de cidade
2024-03-01,Avengers,Matosinhos,M,Yoga,Problemas financeiros
2024-03-02,Avengers,Matosinhos,M,Yoga,Falta de interesse
2024-03-06,Avengers,Gondomar,M,Musculação,Problemas financeiros
2024-03-08,Avengers,Matosinhos,M,Ciclyn,Falta de interesse
2024-03-08,Avengers,Espinho,M,Ciclyn,Mudança de cidade
2024-03-10,Avengers,Setubal,M,Yoga,Mudança de cidade
2024-03-10,Avengers,Gondomar,F,Yoga,Falta de interesse
2024-03-12,Avengers,Espinho,M,Ciclyn,Falta de interesse
2024-03-14,Avengers,Gondomar,M,Yoga,Falta de interesse
2024-03-18,Avengers,Setubal,F,Yoga,Problemas financeiros
2024-03-19,Avengers,Setubal,M,Yoga,Mudança de cidade
2024-03-19,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2024-03-23,Avengers,Gondomar,F,Musculação,Falta de interesse
2024-03-25,Avengers,Setubal,F,Yoga,Problemas financeiros
2024-03-27,Avengers,Espinho,M,Ciclyn,Falta de interesse
2024-03-27,Avengers,Matosinhos,M,Musculação,Falta de interesse
2024-03-30,Avengers,Setubal,F,Yoga,Falta de interesse
2024-03-31,Avengers,Matosinhos,F,Musculação,Problemas financeiros
2024-04-03,Avengers,Matosinhos,M,Ciclyn,Falta de interesse
2024-04-14,Avengers,Setubal,F,Yoga,Falta de interesse
2024-04-18,Avengers,Setubal,M,Ciclyn,Mudança de cidade
2024-04-24,Avengers,Gondomar,F,Yoga,Problemas financeiros
2024-04-24,Avengers,Espinho,F,Ciclyn,Mudança de cidade
2024-04-24,Avengers,Matosinhos,M,Yoga,Mudança de cidade
2024-04-29,Avengers,Setubal,M,Ciclyn,Problemas financeiros
2024-04-30,Avengers,Setubal,M,Musculação,Problemas financeiros
2024-04-30,Avengers,Matosinhos,F,Musculação,Falta de interesse
2024-05-01,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2024-05-02,Avengers,Espinho,M,Yoga,Falta de interesse
2024-05-03,Avengers,Espinho,M,Yoga,Falta de interesse
2024-05-13,Avengers,Gondomar,M,Musculação,Mudança de cidade
2024-05-14,Avengers,Matosinhos,M,Musculação,Falta de interesse
2024-05-16,Avengers,Gondomar,F,Yoga,Mudança de cidade
2024-05-16,Avengers,Matosinhos,F,Musculação,Mudança de cidade
2024-05-18,Avengers,Setubal,F,Musculação,Falta de interesse
2024-05-19,Avengers,Espinho,F,Musculação,Falta de interesse
2024-05-21,Avengers,Matosinhos,F,Musculação,Problemas financeiros
2024-05-23,Avengers,Matosinhos,F,Yoga,Falta de interesse
2024-05-24,Avengers,Setubal,M,Yoga,Problemas financeiros
2024-05-25,Avengers,Espinho,F,Musculação,Problemas financeiros
2024-05-27,Avengers,Setubal,M,Yoga,Problemas financeiros
2024-05-28,Avengers,Espinho,M,Ciclyn,Falta de interesse
2024-05-28,Avengers,Setubal,F,Musculação,Falta de interesse
2024-05-31,Avengers,Gondomar,F,Ciclyn,Falta de interesse
2024-06-01,Avengers,Setubal,F,Musculação,Mudança de cidade
2024-06-02,Avengers,Setubal,F,Ciclyn,Mudança de cidade
2024-06-02,Avengers,Espinho,M,Ciclyn,Falta de interesse
2024-06-03,Avengers,Gondomar,M,Yoga,Mudança de cidade
2024-06-14,Avengers,Matosinhos,F,Yoga,Problemas financeiros
2024-06-19,Avengers,Gondomar,M,Yoga,Problemas financeiros
2024-06-20,Avengers,Setubal,F,Yoga,Problemas financeiros
2024-06-21,Avengers,Espinho,F,Ciclyn,Falta de interesse
2024-06-24,Avengers,Espinho,M,Musculação,Mudança de cidade
2024-06-26,Avengers,Setubal,F,Yoga,Problemas financeiros
2024-06-26,Avengers,Espinho,M,Ciclyn,Problemas financeiros
